1473161558.95	0.275037050247	http	1024
1473161559.23	0.174443006516	http	1024
1473161559.75	0.173331022263	http	1024
1473161559.92	0.224454164505	http	1024
1473161560.15	0.145837068558	http	1024
1473161560.29	0.21689915657	http	1024
1473161560.51	0.222759008408	http	1024
1473161560.73	0.154897928238	http	1024
1473161560.89	0.200518846512	http	1024
1473161561.09	0.146192073822	http	1024
1473161561.24	0.222003221512	http	1024
1473161561.46	0.17183804512	http	1024
1473161561.63	0.177217006683	http	1024
1473161561.81	0.114577054977	http	1024
1473161561.92	0.267248868942	http	1024
1473161562.19	0.193796157837	http	1024
1473161562.39	0.172760009766	http	1024
1473161562.56	0.193498134613	http	1024
1473161562.75	0.178375005722	http	1024
1473161562.93	0.207422971725	http	1024
1473161563.44	3.0350151062	http	4194304
1473161566.76	3.24281907082	http	4194304
1473161570.24	2.58281302452	http	4194304
1473161573.11	2.01481699944	http	4194304
1473161575.38	1.74235796928	http	4194304
1473161577.4	3.2243719101	http	4194304
1473161580.94	2.48282909393	http	4194304
1473161583.66	2.10114502907	http	4194304
1473161586.06	2.19041991234	http	4194304
1473161588.5	2.92899394035	http	4194304
1473161591.7	1.53926587105	http	4194304
1473161593.54	1.83233499527	http	4194304
1473161595.67	2.02983999252	http	4194304
1473161597.95	2.02386307716	http	4194304
1473161600.26	2.02293205261	http	4194304
1473161602.54	2.30132913589	http	4194304
1473161605.09	2.63483285904	http	4194304
1473161608.04	1.9748840332	http	4194304
1473161610.3	0.938598871231	http	4194304
1473161611.46	0.961265087128	http	4194304
1473161612.86	4.01559901237	http	8388608
1473161617.37	5.06877803802	http	8388608
1473161622.88	3.96055603027	http	8388608
1473161627.36	5.36098980904	http	8388608
1473161633.2	5.33480596542	http	8388608
1473161638.99	3.38327097893	http	8388608
1473161642.89	3.4377040863	http	8388608
1473161646.78	3.06991696358	http	8388608
1473161650.33	3.87158799171	http	8388608
1473161654.65	4.19849610329	http	8388608
1473161659.36	1.45266294479	http	8388608
1473161661.3	4.26095890999	http	8388608
1473161666.0	5.40088486671	http	8388608
1473161671.84	4.50179100037	http	8388608
1473161676.8	4.97635602951	http	8388608
1473161682.29	3.65945100784	http	8388608
1473161686.42	3.26652598381	http	8388608
1473161690.17	4.39108204842	http	8388608
1473161695.06	3.29690790176	http	8388608
1473161698.83	2.48524403572	http	8388608
